CDATE,DATASET,DESCRIPTION,FIELDS,GROUP_ID,ID,MDATE,NAME,PARTITION_RANGE,SCOPE,SHARE,USERID,CONNECTOR_ID,REFERENCED_ID
20201124161546,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc6a9\ub3c4\ubcc4 \uac74\ucd95\ubb3c \ud604\ud669 (\uc9c0\uc5ed\ubcc4)(2019).xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc2dc\ub3c4\uba85"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc8fc\uac70\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc0c1\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uacf5\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\ubb38\uad50\uc0ac\ud68c\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uae30\ud0c0"", ""type"": ""BIGINT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,36d2d833-17f4-470c-ab7d-a01d55889a4f,20201124161546,통계_용도별 건축물 현황 (지역별)(2019),,,all,iris,1,
20201019140014,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/OECD \uad50\ud1b5\uc0ac\uace0 \uc0ac\ub9dd\uc790\uc218_\uc6d0\ubcf8\uc9c0\ud45c_1.csv\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\ubbf8\uad6d"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uce60\ub808"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ud130\ud0a4"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ud55c\uad6d"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ud504\ub791\uc2a4"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ud638\uc8fc"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uce90\ub098\ub2e4"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc77c\ubcf8"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc601\uad6d"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""OECD \uc8fc\uc694\uad6d"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ub178\ub974\uc6e8\uc774"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,37a0d975-7b83-42b3-ac61-ef5646512a1a,20201019140204,OECD 사망자수_원본지표_2,,,all,iris,1,
20201127132944,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\uc804\uad6d_\uc5f0\ub839\ub300_\uba74\uc801222.csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc2dc\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""LEVEL1"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uac12"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,39374b66-ef4f-40d0-82c7-b9947e004b19,20201127132944,토지_연령대_면적2,,,all,iris,1,
20201019141311,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/RIR.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",RIR,"[{""name"": ""\uc2dc\uc810"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc804\uad6d"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc218\ub3c4\uad8c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uad11\uc5ed\uc2dc"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3a3ddf5e-a18e-4c67-a8e6-f858669a9326,20201019161729,국토교통부_주거비 및 임대료_RIR,,,all,iris,1,
20201204133752,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc5f0\ub3c4\ubcc4 \uac74\ucd95 \ud604\ud669.xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uad6c\ubd84"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc5f0\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ub3d9 \uc218"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc5f0\uba74\uc801"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3ab3c2bc-243b-464f-ae35-c12cfbe363cf,20201209133222,건축현황_연도별건축현황,,,all,iris,1,
20201023170827,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/19\ub144\uc804\uad6d\uc6a9\ub3c4\ubcc4\uc9c0\uac00\uc0c1\uc2b9\ub960_\uc11c\uc6b8.csv\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc9c0 \uc5ed"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc804\uad6d"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc11c\uc6b8"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3b4c2326-4192-4396-b3a6-031f95da5e23,20201023170827,land_use_seo,,,all,iris,1,
20201127131225,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\ud1b5\uacc4_\uc2dc\ub3c4\ubcc4 \uacc4\uc57d, \uae30\uc131, \uc218\ub839\uc2e4\uc801(\uac74\uc218)(2019).xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc2dc\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uacc4\uc57d\uc2e4\uc801 \uac74\uc218"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uae30\uc131\uc2e4\uc801 \uac74\uc218"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc218\ub839\uc2e4\uc801 \uac74\uc218"", ""type"": ""BIGINT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3cd2f6a8-536c-461f-9de1-3b0cbfb9c7db,20201127131225,"통계_시도별 계약, 기성, 수령실적(건수)(2019)",,,all,iris,1,
20201209103806,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\uc720\ud615\ubcc4_\uc7ac\uace0\uc8fc\ud0dd2.csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\ub144\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ud569\uacc4"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ub2e8\ub3c5\uc8fc\ud0dd"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc544\ud30c\ud2b8"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc5f0\ub9bd\uc8fc\ud0dd"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ub2e4\uc138\ub300\uc8fc\ud0dd"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc601\uc5c5\uc6a9\uac74\ubb3c\ub0b4\uc8fc\ud0dd"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ube48\uc9d1\uc218"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3eae5262-50a2-4495-9f53-3f1f8d96bf11,20201209103806,유형별_재고주택,,,all,iris,1,
20201111104958,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc6d4\ubcc4 \ub9e4\ucd9c\uc0ac\uace0_2019.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc6d4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ub9e4\ucd9c\uac74\uc218"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uac74\uc218"", ""type"": ""INTEGER"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,3fe28384-a298-474c-8aba-8d95174d0600,20201111104958,월별_매출사고,,,all,iris,1,
20201023094302,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\ud654\ubb3c\uc720\uc988\ucf00\uc774\uc2a4_\uc2dc\uba58\ud2b8 \uc138\uacc4\uc218\uae09\ub3d9\ud5a5.xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uad6c\ubd84"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc2dc\uba58\ud2b8\uc0dd\uc0b0"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc2dc\uba58\ud2b8\uc18c\ube44"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,42377877-4838-471d-a4e7-a29886b549fb,20201209105708,화물유즈케이스_시멘트 세계수급동향,,,all,iris,1,
20201013113437,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc778\uad6c\ud604\ud669_\uaebe\uc740\uc120.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc5f0\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ub3c4\uc2dc\uacc4\ud68d\uad6c\uc5ed\uae30\uc900"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ud589\uc815\uad6c\uc5ed\uae30\uc900"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,426cae97-fc7b-4171-91d3-36fac15b5df3,20201019104953,국토도시_도시현황_인구꺾은선,,,all,iris,1,
20201125100049,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\ub3c4\ub85c\ub4f1\uae09\ubcc4_\ucc28\ub85c\ud604\ud669(2019).xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": ""a1:j8""}}",,"[{""name"": ""\ub3c4\ub85c\uad6c\ubd84\uba85"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""4\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""6\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""8\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""10\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubbf8\uac1c\ud1b5\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubbf8\ud3ec\uc7a5\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,42772a5b-eb8c-4bd9-9720-2a1894471337,20201125113957,도로현황2_도로등급별 차로현황_연장,,,all,iris,1,
20201021134220,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc6a9\ub3c4\ubcc4 \uac74\ucd95\ubb3c\ud604\ud669_\uc11c\uc6b8.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc5f0\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc8fc\uac70\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc0c1\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uacf5\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uad50\uc721\uc0ac\ud68c\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uae30\ud0c0"", ""type"": ""BIGINT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,43399772-1052-4acf-a467-f80eab0dabf3,20201021134220,유즈케이스_연도별지역별_서울,,,all,iris,1,
20201021100849,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/15-19 \uc9c0\uc5ed\ubcc4 \uc0ac\ub9dd\uc790\uc218 \ud569.csv\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",완성본,"[{""name"": ""\ud589\uc815\uad6c\uc5ed"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uac74\uc218"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc0ac\ub9dd\uc790\uc218"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uac74\uc218\ub300\ube44_\uc0ac\ub9dd\uc790\uc218(*1000)"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,46841529-b15b-43fe-9652-7d933a60f0aa,20201021102353,지역별 도로교통사고사망자(15-19),,,all,iris,1,
20201125141901,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc9c0\ubc29\ub3c4\ud604\ud669(2019).xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc2dc\ub3c4\uba85"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2\ucc28\ub85c\uc774\ud558"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""4\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""6\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""8\ucc28\ub85c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""10\ucc28\ub85c\uc774\uc0c1"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc5f0\uc7a5"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubbf8\uac1c\ud1b5\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubbf8\ud3ec\uc7a5\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc18c\uacc4"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,48c622da-2d76-48a2-a01d-31d9c57688e8,20201125141901,도로현황2_지방도현황_지도,,,all,iris,1,
20201020154842,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\ud574\uc678\uac74\uc124\uc218\uc8fc_\uacf5\uc885\ubcc4_\uac74\uc218\uae08\uc561(2010-2019).csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",2010-2019,"[{""name"": ""\ub144\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ud1a0\ubaa9"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uac74\ucd95"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0b0\uc5c5\uc124\ube44"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc804\uae30"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\ud1b5\uc2e0"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc6a9\uc5ed"", ""type"": ""INTEGER"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4a414c5f-92cb-49e2-9cd7-93435a182f3d,20201208164911,해외건설수주_공종별_건수금액,,,all,iris,1,
20201127091117,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\uc5f0\ub3c4\ubcc4 \uc2dc,\uad70,\uad6c \ubbf8\ubd84\uc591\ud604\ud669.csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc5f0\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uad6c\ubd84"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc2dc\uad70\uad6c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubbf8\ubd84\uc591\ud604\ud669"", ""type"": ""INTEGER"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4ab2efa0-72e5-4e87-9299-c73a35fe29b1,20201211155514,"통계_연도별 시,군,구 미분양현황",,,all,iris,1,
20201019114234,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\ud56d\uacf5\uc5ec\uac1d \ud14c\uc774\ube14.csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""_c0"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2010"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2011"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2012"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2013"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2014"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2015"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2016"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2017"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2018"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4ab5f4b6-4427-48ac-96d9-f9e95b8194ce,20201211152628,항공여객 테이블,,,all,iris,1,
20201022150557,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\uc6a9\ub3c4\ubcc4 \uac74\ucd95\ubb3c\ud604\ud669_\uc804\uad6d_\ub2e4\uc2dc\uc804\ucc98\ub9ac.csv\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\ub144\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uacf5\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uad50\uc721, \uc0ac\ud68c\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uae30\ud0c0"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc0c1\uc5c5\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}, {""name"": ""\uc8fc\uac70\uc6a9"", ""type"": ""BIGINT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4b1329cf-3389-49c1-8a66-0caca8e3baca,20201022150557,유즈케이스_용도별현황_전국,,,all,iris,1,
20201124102504,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc2dc\uad70\uad6c\ubcc4 \uc5b4\ub9b0\uc774\uc218.xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",시군구별 어린이 수,"[{""name"": ""\uc2dc\uad70\uad6c"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc5b4\ub9b0\uc774"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4c4bfa5c-4fb7-4a10-af2d-95c781bf2ada,20201124102504,그린_시군구별어린이수,,,all,iris,1,
20201102110050,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\ud56d\uacf5\uc0ac\uace0\ud604\ud669.csv\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""date"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uc6d0\uc778\ubd88\uba85"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uae30\uc0c1\uc545\ud654"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uc870\uc885\uc0ac\uacfc\uc2e4"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uae30\uccb4\uc774\uc0c1"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uae30\ud0c0"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uc6d0\uc778_\uacc4"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uacb0\uacfc_\ubd80\uc0c1"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\uc0ac\uace0\uacb0\uacfc_\uc0ac\ub9dd"", ""type"": ""INTEGER"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4c73db17-8bd4-4012-afc2-7c751b879e3c,20201102110050,연도별 항공사고 건수,,,all,iris,1,
20201113134037,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\ud56d\uacf5_\uc804\uc790\uc0c1\uac70\ub798.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": ""a2:b13""}}",,"[{""name"": ""\uc5f0\ub3c4"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc18c\ub9e4\uc720\ud1b5\uc2dc\uc7a5\ub300\ube44 \ube44\uc911"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4d5b5414-a777-4e45-816d-4a791ca1a766,20201113134037,항공_세계_전자상거래,,,all,iris,1,
20201013134326,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\ubbfc\uc9c0_\ud56d\uacf5\uc804\uccb4\ub370\uc774\ud130.xls\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": ""A42:E51""}}",,"[{""name"": ""_c0"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uad6d\uc81c\uc120\u00a0\uc5ec\uac1d\uc218"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uad6d\uc81c\uc120\u00a0\uc5ec\uac1d\u00a0\uc99d\uac10\ub960"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uad6d\ub0b4\uc120\u00a0\uc5ec\uac1d\uc218"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uad6d\ub0b4\uc120\u00a0\uc5ec\uac1d\u00a0\uc99d\uac10\ub960"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4e20d615-ccaf-4bed-9ba3-292523679d69,20201211152537,연도별 항공여객 수송실적_전체,,,all,iris,1,
20201026202438,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uac15\uc6d0.xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}","강원 준공, 보급률","[{""name"": ""\uc2dc\uc810"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc900\uacf5\uc218"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\ubcf4\uae09\ub960"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4e86b61c-bdba-40b5-bcc8-8f13bd713757,20201209104509,"강원 준공, 보급률",,,all,iris,1,
20201116144448,"{""format"": ""objectstorage"", ""file_type"": ""csv"", ""path"": ""\""/studio_data/\uacbd\uae30\ub3c4 \uc5f0\ub839\ub300\ubcc4 1\uc778\uac00\uad6c\uc218.csv\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc2dc\uae30"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2015"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2016"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2017"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2018"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""2019"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc99d\uac00\ud3ed"", ""type"": ""TEXT"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,4f1130f9-bc80-4129-8bfb-8914bc29027b,20201209112821,경기 연령별 1인 가구수,,,all,iris,1,
20201125100138,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc2dc\ub3c4\ubcc4_\ub3c4\ub85c\ubcf4\uae09\ub960(2013-2019).xlsx\"""", ""option"": {""sep"": "","", ""sep_type"": ""custom"", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""date"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uc778\uad6c(\ucc9c\uba85)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\ub3c4\ub85c\uc5f0\uc7a5(km)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uba74\uc801(\u33a2)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uad6d\ub3c4\uacc4\uc218\ub2f9 \ub3c4\ub85c\ubcf4\uae09\ub960(km/\u221a\uba74\uc801*\uc778\uad6c)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc778\uad6c\ub2f9 \ub3c4\ub85c\uc5f0\uc7a5(km/\ucc9c\uba85)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc790\ub3d9\ucc28(\ucc9c\ub300)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uba74\uc801\ub2f9 \ub3c4\ub85c\uc5f0\uc7a5(\u339e/\u33a2)"", ""type"": ""REAL"", ""alias"": """"}, {""name"": ""\uc790\ub3d9\ucc28\ub2f9 \ub3c4\ub85c\uc5f0\uc7a5(km/\ucc9c\ub300)"", ""type"": ""REAL"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,50785213-c897-4bcf-a3d3-8c89412b026b,20201125100138,도로현황2_시도별 도로보급률 (시계열),,,all,iris,1,
20201110152224,"{""format"": ""objectstorage"", ""file_type"": ""excel"", ""path"": ""\""/studio_data/\uc5f0\ub839.xlsx\"""", ""option"": {""sep"": "","", ""sheet_name"": """", ""cells"": """"}}",,"[{""name"": ""\uc5f0\ub839\ub300"", ""type"": ""TEXT"", ""alias"": """"}, {""name"": ""\uac00\ud574"", ""type"": ""INTEGER"", ""alias"": """"}, {""name"": ""\ud53c\ud574"", ""type"": ""INTEGER"", ""alias"": """"}]",62b3fa2f-f3f5-4f88-a6de-dfef48c5c37a,50f689e6-db57-4feb-86f4-39555ec460ce,20201110152224,PM_연령,,,all,iris,1,
